Id,Sales
1,4759.7518882397935
2,4830.221038468024
3,5037.154289625183
4,5706.959235716422
5,4314.735655671993
6,4314.735655671993
7,4182.073830190167
8,3686.0896592029094
9,3680.786179448478
10,3667.612108303525
11,3798.298589742031
12,4320.928489108383
13,4320.928489108383
14,4782.083175327312
15,4784.005021455163
16,4865.371869129088
17,5145.948141131946
18,5800.9986264733525
19,4280.547629336649
20,4280.547629336649
21,4154.5177595267605
22,3695.2122377121477
23,3686.073905321742
24,3672.88090863386
25,3799.36015545784
26,4280.547629336649
27,4280.547629336649
28,4761.67744015717
29,4763.591085531984
30,4851.919891541843
31,5153.20700126435
32,5800.9986264733525
33,4277.397320384367
34,4277.397320384367
35,4153.846119016298
36,3725.423704609583
37,3718.766919232095
38,3732.711704681564
39,3868.5422818540387
40,4275.786560399126
41,4275.786560399126
42,4766.711805242538
43,4772.83714678146
44,4886.63839639336
45,5162.825254025532
46,5798.34311192212
47,4273.104555674499
48,4273.104555674499
49,8009.591081549278
50,8336.812059421034
51,8829.837591561985
52,9918.216816335647
53,3856.5429133504044
54,3856.5429133504044
55,5656.512571630394
56,5576.740598091992
57,5533.960603977144
58,5520.980258248665
59,5491.7064696020025
60,3892.3492195983313
61,3892.3492195983313
62,7972.201803590558
63,7996.489690535712
64,8325.653904390336
65,8834.086365803778
66,9942.234700774661
67,3947.3464283663857
68,3947.3464283663857
69,5698.809104831297
70,5603.221182462871
71,5553.368718028853
72,5536.393832224142
73,5504.323490197935
74,3922.554491835743
75,3922.554491835743
76,7990.091330533683
77,8014.433719211056
78,8312.263799581602
79,8834.086365803778
80,9929.68278938029
81,3906.7950709701636
82,3906.7950709701636
83,5725.541421795426
84,5649.556167380974
85,5617.934345909497
86,5649.38872352128
87,5619.132358573042
88,3922.1572715322427
89,3922.1572715322427
90,7991.610285911801
91,8011.9974850169
92,8316.14761805504
93,8834.086365803778
94,9899.912912718557
95,4156.02514855637
96,4156.02514855637
97,9218.667585750472
98,9233.874304937011
99,10416.79095992794
100,10521.862106930877
101,2061.77835491632
102,5399.182197314295
103,7015.055891210949
104,6934.889063460456
105,6978.946754936426
106,6978.946754936426
107,6978.946754936426
108,2124.4670485830275
109,5399.182197314295
110,10081.5487704369
111,10031.257592418662
112,10014.548996790472
113,10472.974773408352
114,10530.298053079225
115,2212.921299006733
116,5379.85382644144
117,7062.244965409043
118,6987.01075722016
119,6997.30579370286
120,6997.30579370286
121,6997.30579370286
122,2186.1190051483245
123,5379.85382644144
124,10081.5487704369
125,10028.88143869821
126,10021.61150921051
127,10643.790748273801
128,10554.758034238705
129,2239.4018092574775
130,5379.85382644144
131,7062.244965409043
132,6997.30579370286
133,6997.30579370286
134,6997.30579370286
135,6997.30579370286
136,2280.81584386403
137,5379.85382644144
138,10148.356701109906
139,10095.340355987692
140,10077.899392365582
141,10726.364820420653
142,10562.80133441997
143,2295.05637448362
144,5379.85382644144
145,6294.908297787451
146,6249.6667601513545
147,7192.414624700486
148,9081.224315111858
149,3591.550463277814
150,3591.550463277814
151,5005.632470111086
152,4980.208835262964
153,4959.509136369023
154,4980.729406419937
155,5023.437198259118
156,3591.550463277814
157,3591.550463277814
158,5984.674715551629
159,6292.0563822906915
160,6243.113603660606
161,7180.864669011075
162,9090.781604978618
163,3585.520021685791
164,3585.520021685791
165,5002.840336402595
166,4977.430882816937
167,4956.7427301816115
168,4977.951163600158
169,5019.07973784211
170,3583.0968270891753
171,3583.0968270891753
172,6112.114183813827
173,6703.471391086201
174,6541.395986729655
175,7159.863324783159
176,9067.09168072812
177,3576.6161061420553
178,3576.6161061420553
179,4997.026191616954
180,4971.6462681046405
181,4950.982158594156
182,4972.165944233786
183,5013.246720131319
184,3588.5154388145543
185,3588.5154388145543
186,6107.9266520882975
187,6709.323324160056
188,6547.106432749433
189,7181.432064021786
190,9060.359775284553
191,3588.5154388145543
192,3588.5154388145543
193,7753.273744528801
194,7790.903815159717
195,8222.762488004579
196,11124.93497265427
197,16607.785069672547
198,5686.373523473589
199,5706.103902417237
200,5818.647419068805
201,5824.0529325706375
202,5855.738184534602
203,6052.999774517745
204,16678.795570304424
205,5686.373523473589
206,7773.822625017715
207,7774.056439507138
208,7806.907631075524
209,8245.635233494204
210,11243.836233395534
211,16678.795570304424
212,5686.373523473589
213,5706.103902417237
214,5825.622232272659
215,5824.0529325706375
216,5865.638379500821
217,6063.233476232156
218,17096.72532128881
219,5686.373523473589
220,7804.782447691377
221,7789.017252762296
222,7821.9316649345055
223,8266.963426393711
224,11243.836233395534
225,17201.027849985654
226,5675.716578918122
227,5695.409980770203
228,5835.471510720826
229,5833.899557831021
230,5865.638379500821
231,6063.233476232156
232,17248.56541725775
233,5675.716578918122
234,7804.782447691377
235,7789.017252762296
236,7821.9316649345055
237,8266.963426393711
238,11243.836233395534
239,17248.56541725775
240,5669.417781685567
241,5932.130454267694
242,5889.829954983874
243,6383.854239674275
244,7307.831995915768
245,4912.776419798773
246,4912.776419798773
247,5436.258084864688
248,5365.676985426496
249,5368.343313968254
250,5422.213026723446
251,5451.703416986427
252,4899.593131914841
253,4899.593131914841
254,5981.644795967806
255,5932.722795563893
256,5890.418072446375
257,6383.854239674275
258,7305.4581421363555
259,4899.593131914841
260,4891.630276739514
261,5436.258084864688
262,5365.676985426496
263,5368.343313968254
264,5422.213026723446
265,5450.014476557894
266,4891.630276739514
267,4884.9486310382
268,5937.51728087669
269,5913.340762480582
270,5877.529457301998
271,6320.791727479479
272,7333.965992693205
273,4894.761185958222
274,4894.761185958222
275,5438.784074069927
276,5372.161613697889
277,5378.238442024382
278,5432.207449417582
279,5453.14403332072
280,4896.388084951529
281,4896.388084951529
282,5949.705494785702
283,5948.618622859893
284,5923.534682223523
285,6497.0455244686245
286,7383.093042418897
287,4920.601032089183
288,4920.601032089183
289,8059.800669480726
290,9063.050422580232
291,8992.165303825517
292,9344.683670673676
293,5868.739294793293
294,5862.044648895773
295,6765.117019327767
296,6601.305075612727
297,6626.36241054372
298,6610.419865848501
299,6846.291140985372
300,5868.739294793293
301,5862.044648895773
302,8198.538845044188
303,8146.580523104597
304,9224.045742964725
305,9205.172329568763
306,9556.943093171776
307,5878.855300140698
308,5863.788539514839
309,6900.337144250129
310,7023.608607155858
311,7063.227444321205
312,7040.4497903237325
313,7349.876419583836
314,5773.7539761389735
315,5749.971491832639
316,8277.055266179665
317,8152.683715972913
318,9258.48309141032
319,9223.619787605967
320,9477.97918560807
321,5603.991121356795
322,5597.598481594528
323,6652.222898701302
324,6631.443312228432
325,6704.885208140845
326,6732.206668709717
327,7034.379128031155
328,5411.386935875788
329,5384.495129428178
330,8349.685815890267
331,8224.222914500093
332,9259.479076231884
333,9224.612021994448
334,9633.450706461303
335,5369.5577719790435
336,5363.432557328331
337,8587.896768009776
338,8808.253458272267
339,8877.199940758366
340,11060.555556197418
341,17196.183005982824
342,6111.620658471126
343,6070.686604493152
344,5841.440614907327
345,5836.042126807495
346,5812.886381108938
347,5938.309357076584
348,17269.709340716203
349,6111.620658471126
350,8605.096557400657
351,8587.896768009776
352,8870.886106244507
353,8941.606497188834
354,11119.844406488874
355,17332.50799421396
356,6153.357906666953
357,6112.144307398783
358,5834.797051492444
359,5835.570389364312
360,5812.4165153849835
361,5944.69777034119
362,17196.323755905283
363,6133.35900829618
364,8608.637761576958
365,8591.43089405909
366,8870.886106244507
367,8950.197198852848
368,11126.961450900444
369,17159.290456923336
370,6120.150457379009
371,6079.159273014781
372,5837.92556014781
373,5841.309817636281
374,5813.068729190628
375,5944.69777034119
376,17182.062725407486
377,6129.034375483186
378,8614.40775241414
379,8597.189351890627
380,8884.182312918854
381,8955.008703751222
382,11156.776758708515
383,17118.310654634784
384,6108.238418172038
385,6802.779063490242
386,6978.232421186665
387,6396.66004639779
388,7723.034119325158
389,4257.290335139428
390,4257.290335139428
391,3935.1676885218367
392,3697.3363728642976
393,3500.6767737428618
394,3502.206890990713
395,3502.620932357235
396,4257.290335139428
397,4257.290335139428
398,7010.195833311218
399,6812.166005820896
400,6998.293704842726
401,6402.6992229240595
402,7695.143283020506
403,4260.408869378449
404,4253.869360717475
405,3925.3902044928873
406,3805.6596168752276
407,3585.6240683977317
408,3591.3963468630955
409,3582.455375858679
410,4253.869360717475
411,4253.869360717475
412,7228.093635592075
413,7062.192903445492
414,7282.228299080346
415,6426.172941928758
416,7700.982534877775
417,4253.869360717475
418,4253.869360717475
419,3925.3902044928873
420,3813.0225958298006
421,3585.6240683977317
422,3591.3963468630955
423,3582.455375858679
424,4276.238440892315
425,4276.238440892315
426,7278.162273477931
427,7113.8071834536695
428,7335.450715354025
429,6457.060783414689
430,7700.982534877775
431,4266.5575548189045
432,4269.8585358694045
433,5914.605651082117
434,6063.97421005854
435,6235.217378311621
436,7669.348592050522
437,3672.440416474523
438,3672.440416474523
439,4684.4081318632725
440,4572.978257335729
441,4577.830840673842
442,4619.68417532249
443,4795.663500477333
444,3672.440416474523
445,3672.440416474523
446,5926.168154610777
447,5927.755206726631
448,6072.601067350134
